aid,dt.published,dt.funded,donation,donor,title,journalist,donation.med,donation.mean,donation.min,donation.max,donation.p25,donation.p75,n.images,n.words,url.article,url.detail,n.donor.indiv,n.donor.indiv.male,n.donor.indiv.female,n.fb.like,n.fb.share,n.fb.comment,n.fb.total,tle.count,f.tle.有捐款幫助的想法,f.tle.不忍觀看.想要迴避,f.tle.不舒服,f.tle.沮喪.無力,f.tle.難過,f.tle.同情,f.tle.可憐,f.tle.生活艱苦.極需幫助,tleximg.count,f.tleximg.有捐款幫助的想法,f.tleximg.不忍觀看.想要迴避,f.tleximg.誠實,f.tleximg.不舒服,f.tleximg.沮喪.無力,f.tleximg.難過,f.tleximg.同情,f.tleximg.可憐,f.tleximg.可信任,f.tleximg.生活艱苦.極需幫助,f.tleximg.吸引力,f.tleximg.體型,f.meta.reporter.記者1,f.meta.reporter.記者2,f.meta.reporter.記者3,f.meta.reporter.記者4,f.meta.reporter.記者5,f.meta.reporter.記者6,f.meta.reporter.記者7,f.meta.reporter.記者8,dt.published.monthday,dt.published.weekday,f.meta.day.of.week.Fri,f.meta.day.of.week.Mon,f.meta.day.of.week.Sun,f.meta.day.of.week.Thu,f.meta.day.of.week.Tue,f.meta.day.of.week.Wed,f.meta.word.count,f.meta.word.count.scale,f.meta.image.count,dt.published.month,f.meta.month.Apr,f.meta.month.Aug,f.meta.month.Dec,f.meta.month.Feb,f.meta.month.Jan,f.meta.month.Jul,f.meta.month.Jun,f.meta.month.Mar,f.meta.month.May,f.meta.month.Nov,f.meta.month.Oct,f.meta.month.Sep,day.from.start,donor.org,donation.org,donation.med.org,donation.mean.org,f.any.adult.condition,f.any.adult.disability,f.any.adult.disease,f.any.adult.event,f.any.adult.habit,f.any.child.condition,f.any.child.disability,f.any.child.disease,f.any.child.event,f.any.child.habit,f.any.child_infant.condition,f.any.child_infant.disability,f.any.child_infant.disease,f.any.child_infant.event,f.any.child_infant.habit,f.any.condition.受家人看護,f.any.condition.固定回診,f.any.condition.在外成家或工作,f.any.condition.失聯,f.any.condition.有穩定工作,f.any.condition.植物人,f.any.condition.死亡,f.any.condition.無穩定工作,f.any.condition.現正住院,f.any.condition.看護家人,f.any.condition.臥病在家,f.any.condition.身體癱瘓,f.any.dead.adult,f.any.dead.child,f.any.dead.child_infant,f.any.dead.elder,f.any.dead.elder_adult,f.any.dead.infant,f.any.disability.味覺,f.any.disability.嗅覺,f.any.disability.智能,f.any.disability.皮膚,f.any.disability.精神,f.any.disability.聽覺,f.any.disability.肢體,f.any.disability.視覺,f.any.disability.言語,f.any.disease.呼吸道,f.any.disease.失智,f.any.disease.心血管,f.any.disease.炎,f.any.disease.癌,f.any.disease.精神,f.any.disease.糖尿病,f.any.disease.肝,f.any.disease.脊椎,f.any.disease.腎,f.any.disease.腦,f.any.disease.關節,f.any.disease.鬱,f.any.elder_adult.condition,f.any.elder_adult.disability,f.any.elder_adult.disease,f.any.elder_adult.event,f.any.elder_adult.habit,f.any.elder.condition,f.any.elder.disability,f.any.elder.disease,f.any.elder.event,f.any.elder.habit,f.any.event.人為事故,f.any.event.債務,f.any.event.入獄,f.any.event.喪偶,f.any.event.天然災害,f.any.event.失業,f.any.event.婚變,f.any.event.家暴,f.any.event.急性病症,f.any.event.意外事故,f.any.event.慢性病症,f.any.event.自殺,f.any.event.輟學,f.any.event.遺傳病症,f.any.event.離婚,f.any.habit.吃檳榔,f.any.habit.吸毒,f.any.habit.喝酒,f.any.habit.抽菸,f.any.habit.賭博,f.any.habit.過勞,f.any.infant.condition,f.any.infant.disability,f.any.infant.disease,f.any.infant.event,f.any.infant.habit,f.any.student,f.any.subsidized,f.any.零工,f.subject.condition.受家人看護,f.subject.condition.固定回診,f.subject.condition.在外成家或工作,f.subject.condition.失聯,f.subject.condition.有穩定工作,f.subject.condition.植物人,f.subject.condition.死亡,f.subject.condition.無穩定工作,f.subject.condition.現正住院,f.subject.condition.看護家人,f.subject.condition.臥病在家,f.subject.condition.身體癱瘓,f.subject.disability.味覺,f.subject.disability.嗅覺,f.subject.disability.智能,f.subject.disability.皮膚,f.subject.disability.精神,f.subject.disability.聽覺,f.subject.disability.肢體,f.subject.disability.視覺,f.subject.disability.言語,f.subject.disease.呼吸道,f.subject.disease.失智,f.subject.disease.心血管,f.subject.disease.炎,f.subject.disease.癌,f.subject.disease.精神,f.subject.disease.糖尿病,f.subject.disease.肝,f.subject.disease.脊椎,f.subject.disease.腎,f.subject.disease.腦,f.subject.disease.關節,f.subject.disease.鬱,f.subject.event.人為事故,f.subject.event.債務,f.subject.event.入獄,f.subject.event.喪偶,f.subject.event.天然災害,f.subject.event.失業,f.subject.event.婚變,f.subject.event.家暴,f.subject.event.急性病症,f.subject.event.意外事故,f.subject.event.慢性病症,f.subject.event.自殺,f.subject.event.輟學,f.subject.event.遺傳病症,f.subject.event.離婚,f.subject.gender,f.subject.habit.吃檳榔,f.subject.habit.吸毒,f.subject.habit.喝酒,f.subject.habit.抽菸,f.subject.habit.賭博,f.subject.habit.過勞,f.subject.student,f.subject.subsidized,f.subject.零工,f.age.max,f.age.min,f.all.dead.adult,f.all.dead.child,f.all.dead.child_infant,f.all.dead.elder,f.all.dead.elder_adult,f.all.dead.infant,f.finance.below.poverty.line,f.finance.income.source,f.count.adult,f.count.adult.female,f.count.adult.male,f.count.child,f.count.child.female,f.count.child_infant,f.count.child_infant.female,f.count.child_infant.male,f.count.child.male,f.count.elder,f.count.elder_adult,f.count.elder_adult.female,f.count.elder_adult.male,f.count.elder.female,f.count.elder.male,f.count.female,f.count.infant,f.count.infant.female,f.count.infant.male,f.count.male,f.count.members,f.count.minority,f.count.minority.female,f.count.minority.male,f.count.student,f.ratio.adult,f.ratio.adult.female,f.ratio.adult.male,f.ratio.child,f.ratio.child.female,f.ratio.child_infant,f.ratio.child_infant.female,f.ratio.child_infant.male,f.ratio.child.male,f.ratio.elder,f.ratio.elder_adult,f.ratio.elder_adult.female,f.ratio.elder_adult.male,f.ratio.elder.female,f.ratio.elder.male,f.ratio.female,f.ratio.infant,f.ratio.infant.female,f.ratio.infant.male,f.ratio.male,f.ratio.minority,f.ratio.minority.female,f.ratio.minority.male,f.ratio.student,relation.all,f.relation.any.divorce,f.relation.any.kids,f.relation.any.kids.dead,f.relation.any.marriage,f.relation.any.parents.alive,f.relation.any.sibilings,f.relation.both.parents.alive,f.relation.has.adoption,f.relation.has.divorce,f.relation.has.grandparenting,f.relation.is.cohabitation,relation.others,relation.subject,subject.age,f.subject.age.L1_3_40,f.subject.age.L2_41_48,f.subject.age.L3_49_92,f.subject.gender.age.F_L1_3_40,f.subject.gender.age.F_L2_41_48,f.subject.gender.age.F_L3_49_92,f.subject.gender.age.M_L1_3_40,f.subject.gender.age.M_L2_41_48,f.subject.gender.age.M_L3_49_92,f.subject.marital.status.lose.married,f.subject.marital.status.married,f.subject.marital.status.NA.,f.subject.marital.status.unmarried,f.finance.income.level.L1_300_9600,f.finance.income.level.L2_9650_18000,f.finance.income.level.L3_18200_100000,f.finance.income.level.NA,f.finance.expense.level.L1_40_7000,f.finance.expense.level.L2_7200_14500,f.finance.expense.level.L3_14700_200000,f.finance.expense.level.NA,rank,dep
A1488,2008-01-13,2008-02-22,460995.465209899,699.554918554482,夫成漸凍人 妻不捨苦撐,記者1,339.93807083686,630.387086355753,2,10015,100,500,1,1033,http://www.appledaily.com.tw/appledaily/article/headline/20080113/30164292,http://www.appledaily.com.tw/charity/projdetail/proj/A1488,454,275,179,0,0,0,0,3,5,2,2,2.67,3.67,5.33,5.33,5.67,5,5,2.8,4.8,3.4,4,4,5.2,5.2,5.2,5.4,4.4,4.2,1,0,0,0,0,0,0,0,13,Sun,0,0,1,0,0,0,1033,3.01410032151962,1,Jan,0,0,0,0,1,0,0,0,0,0,0,0,12,547,285906,250,522.680073126143,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,41,4,0,0,0,0,0,0,1,1,2,0,1,2,0,3,0,3,2,0,2,0,1,0,0,0,1,0,1,4,5,3,0,3,0,0.4,0,0.2,0.4,0,0.6,0,0.6,0.4,0,0.4,0,0.2,0,0,0,0.2,0,0.2,0.8,0.6,0,0.6,0,生育;結婚,0,1,0,1,0,0,0,0,0,0,0,生育,生育;結婚,41,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,626,2
A2737,2012-04-09,2012-05-12,413161.938434836,699.390041283766,臨盆近 婦挺肚顧癱夫,記者4,250.118576754984,591.118163610387,1,10000,100,1000,2,654,http://www.appledaily.com.tw/appledaily/article/headline/20120409/34146246,http://www.appledaily.com.tw/charity/projdetail/proj/A2737,674,406,268,65,11,4,80,2,4.5,3,3,3,4,4.5,4.5,4.5,3,3.33,3,4.67,3,3,5.67,5.67,5.67,5,5,4.33,3.67,0,0,0,1,0,0,0,0,9,Mon,0,1,0,0,0,0,654,2.81557774832427,2,Apr,1,0,0,0,0,0,0,0,0,0,0,0,1560,784,510270,300,650.854591836735,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,1,0,5,0,3,0,0,0,0,0,0,1,6,0,3,0,0,0,0,0,0,3,4,0,0,0,0,0.833333333333333,0,0.5,0,0,0,0,0,0,0.166666666666667,1,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,兄弟姊妹;生育;結婚,0,0,0,1,1,0,0,0,0,0,0,兄弟姊妹;生育;結婚,生育;結婚,25,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,627,2
A2788,2012-06-07,2012-07-12,480488.484894959,699.350811465309,夫洗腎 妻抱嬰「好徬徨」,記者6,444.789539189848,675.333133690261,1,20000,100,1000,1,741,http://www.appledaily.com.tw/appledaily/article/headline/20120607/34281504,http://www.appledaily.com.tw/charity/projdetail/proj/A2788,699,409,290,24,12,5,41,2,3.5,2.5,2.5,3,5,5.5,6,5,4,3.5,1.75,5,2.5,3,4.5,5,5.5,5,5.25,4,5,0,0,0,0,0,1,0,0,7,Thu,0,0,0,1,0,0,741,2.86981820797933,1,Jun,0,0,0,0,0,0,1,0,0,0,0,0,1619,793,587971,500,741.451450189155,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0.5,0,0,0,0,0,0,0,0,2,0,1,3,0,4,0,2,1,0,2,0,1,0,0,0,1,0,1,3,3,4,0,2,3,0.333333333333333,0,0.166666666666667,0.5,0,0.666666666666667,0,0.333333333333333,0.166666666666667,0,0.333333333333333,0,0.166666666666667,0,0,0,0.166666666666667,0,0.166666666666667,0.5,0.666666666666667,0,0.333333333333333,0.5,生育;結婚,0,0,0,1,0,0,0,0,0,0,0,生育,結婚,28,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,628,2
A2970,2013-01-10,2013-02-23,414377.596451685,699.104830607592,幼女拉癌父 「爸快回家」,記者6,260.689519670619,586.245876513218,1,10000,100,1000,2,883,http://www.appledaily.com.tw/appledaily/article/headline/20130110/34760218,http://www.appledaily.com.tw/charity/projdetail/proj/A2970,698,439,259,11,6,4,21,4,3,2.25,2.25,2.5,2.75,4,4,3.75,1,4,4,4,4,4,4,5,4,4,5,4,4,0,0,0,0,0,1,0,0,10,Thu,0,0,0,1,0,0,883,2.94596070357757,2,Jan,0,0,0,0,1,0,0,0,0,0,0,0,1836,826,560017,335.5,675.836561743341,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,10,0,0,0,1,0,0,0,0,7,0,3,2,0,2,0,1,1,1,8,0,4,0,1,0,0,0,0,5,3,2,0,1,2,0.7,0,0.3,0.2,0,0.2,0,0.1,0.1,0.1,0.8,0,0.4,0,0.1,0,0,0,0,0.5,0.2,0,0.1,0.2,生育;結婚,0,0,0,1,1,0,1,0,0,0,0,生育,生育;結婚,42,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,629,2
A1916,2009-07-05,2009-08-11,412523.677786282,698.976191907895,35公斤癌夫 無肉補爛臉,記者1,291.254151385871,577.56207068078,2,20000,100,506,2,878,http://www.appledaily.com.tw/appledaily/article/headline/20090705/31760500,http://www.appledaily.com.tw/charity/projdetail/proj/A1916,532,330,202,0,0,0,0,2,4.5,2,2,3.5,4.5,5.5,6.5,6,4,4.25,3.5,4.75,3.5,4,4.75,5.5,5.75,4.75,5.5,3.75,3.75,1,0,0,0,0,0,0,0,5,Sun,0,0,1,0,0,0,878,2.9434945159061,2,Jul,0,0,0,0,0,1,0,0,0,0,0,0,551,629,332211,250,528.157392686804,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,81,11,0,0,0,0,0,0,1,2,2,0,1,2,0,2,0,1,1,2,4,0,2,0,1,0,0,0,0,3,5,2,0,1,2,0.333333333333333,0,0.166666666666667,0.333333333333333,0,0.333333333333333,0,0.166666666666667,0.166666666666667,0.333333333333333,0.666666666666667,0,0.333333333333333,0,0.166666666666667,0,0,0,0,0.5,0.333333333333333,0,0.166666666666667,0.333333333333333,兄弟姊妹;生育;結婚,0,1,0,1,1,0,0,0,0,0,0,兄弟姊妹;結婚,生育;結婚,41,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,630,2
A2110,2010-03-04,2010-04-12,438378.83445323,698.900028923714,父重傷斷生計 靠6千元養家,記者4,319.396065101753,624.758149346783,1,6000,100,795,1,950,http://www.appledaily.com.tw/appledaily/article/headline/20100304/32335407,http://www.appledaily.com.tw/charity/projdetail/proj/A2110,573,342,231,1,1,1,3,2,3.5,2,3,5,5,5,5.5,5.5,3,5,3,6,2.33,3.33,4,4.67,5.67,6,6,4.67,4,0,0,0,1,0,0,0,0,4,Thu,0,0,0,1,0,0,950,2.97772360528885,1,Mar,0,0,0,0,0,0,0,1,0,0,0,0,793,666,400619,300,601.53003003003,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,72,41,0,0,0,0,0,0,0,1,2,0,1,1,0,1,0,1,1,2,4,0,2,0,1,0,0,0,0,3,2,1,0,1,1,0.4,0,0.2,0.2,0,0.2,0,0.2,0.2,0.4,0.8,0,0.4,0,0.2,0,0,0,0,0.6,0.2,0,0.2,0.2,生育;結婚;隔代撫養;離婚,0,0,0,0,1,0,0,0,1,1,0,生育;結婚;離婚,生育;隔代撫養,19,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,631,2
A1495,2008-01-24,2008-02-29,470028.245058397,698.869638418837,1家3子殘「剩老的在撐」,記者3,388.944521460309,648.256220748264,2,10000,100,500,1,1078,http://www.appledaily.com.tw/appledaily/article/headline/20080124/30202305,http://www.appledaily.com.tw/charity/projdetail/proj/A1495,441,264,177,0,0,0,0,3,3.67,2.33,1.67,3.33,3.67,4.33,4.33,5.67,4,4,2,4.25,1.5,3,3.75,5,6,4.25,5.5,4,4,0,0,1,0,0,0,0,0,24,Thu,0,0,0,1,0,0,1078,3.03261876085072,1,Jan,0,0,0,0,1,0,0,0,0,0,0,0,23,548,296873,300,541.739051094891,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40,30,0,0,0,0,0,0,1,1,5,0,4,0,0,1,0,1,0,2,7,0,5,0,1,0,1,0,1,6,5,1,0,1,0,0.625,0,0.5,0,0,0.125,0,0.125,0,0.25,0.875,0,0.625,0,0.125,0,0.125,0,0.125,0.75,0.125,0,0.125,0,同居;生育;結婚,0,1,0,1,0,0,0,0,0,0,0,同居;生育,生育;結婚,58,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,632,2
A2351,2010-12-23,2011-01-24,669278.404949438,698.857087116485,病父燒柴省錢 養稚兒,記者4,492.841199946668,952.348083245252,1,100000,100,1000,2,893,http://www.appledaily.com.tw/appledaily/article/headline/20101223/33056860,http://www.appledaily.com.tw/charity/projdetail/proj/A2351,605,368,237,0,0,0,0,2,2.5,2.5,2.5,3,3,3,3,3,3,4.33,3.67,5.33,2.33,5.33,5.33,5,5.67,5.67,5.67,5,4,0,0,0,1,0,0,0,0,23,Thu,0,0,0,1,0,0,893,2.95085145888855,2,Dec,0,0,1,0,0,0,0,0,0,0,0,0,1087,711,683215,500,960.92123769339,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,73,7,0,0,0,0,0,0,1,1,3,0,1,0,0,1,0,1,0,1,4,0,1,0,0,0,1,0,1,2,3,1,0,1,0,0.6,0,0.2,0,0,0.2,0,0.2,0,0.2,0.8,0,0.2,0,0,0,0.2,0,0.2,0.4,0.2,0,0.2,0,生育;結婚,0,1,0,1,1,0,0,0,0,0,0,生育,生育;結婚,46,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,633,2
A1526,2008-03-17,2008-04-22,463455.820692067,698.749652310731,嬤驟逝 大一生扛一家責,記者4,284.157419918746,639.669179054196,2,10000,100,500,2,955,http://www.appledaily.com.tw/appledaily/article/headline/20080317/30358780,http://www.appledaily.com.tw/charity/projdetail/proj/A1526,457,263,194,0,0,0,0,4,3,1.75,1.75,3.25,3.5,4,3.75,4,3,3.67,3.33,4.33,3.67,3.33,4,4.33,3.67,4,3.67,4.33,4,0,0,0,1,0,0,0,0,17,Mon,0,1,0,0,0,0,955,2.98000337158375,2,Mar,0,0,0,0,0,0,0,1,0,0,0,0,76,556,299620,200,538.884892086331,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15,13,0,0,0,1,0,0,1,1,6,0,5,3,0,3,0,2,2,1,7,0,5,0,0,0,0,0,0,7,3,3,0,2,2,0.6,0,0.5,0.3,0,0.3,0,0.2,0.2,0.1,0.7,0,0.5,0,0,0,0,0,0,0.7,0.3,0,0.2,0.2,兄弟姊妹;其他血緣關係;未知;生育;隔代撫養,0,0,0,0,1,0,0,0,0,1,0,兄弟姊妹;其他血緣關係;未知;生育;隔代撫養,其他血緣關係;生育;隔代撫養,20,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,634,2
A2153,2010-04-28,2010-06-01,456769.733695718,698.473628245491,半盲婦養家 「邊流淚邊工作」,記者1,314.428318218999,653.304123987495,1,10000,100,866,1,926,http://www.appledaily.com.tw/appledaily/article/headline/20100428/32468986,http://www.appledaily.com.tw/charity/projdetail/proj/A2153,572,362,210,0,1,1,2,5,4.4,3,2.4,4.8,5.2,5.8,5.4,6,3,2,1.67,4.33,1.67,3,3.67,4.33,4.67,5,5.33,2,6,1,0,0,0,0,0,0,0,28,Wed,0,0,0,0,0,1,926,2.96661098668193,1,Apr,1,0,0,0,0,0,0,0,0,0,0,0,848,674,428681,300,636.025222551929,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,16,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,2,0,0,0,0,0,0,0,0,1,3,1,0,1,1,0.333333333333333,0,0,0.333333333333333,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0,0.333333333333333,0.333333333333333,生育,0,1,0,0,1,0,0,0,0,0,0,,生育,47,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,635,2
A2332,2010-11-30,2010-12-31,526814.683448034,698.380854672833,跛翁打零工 苦撐養癌妻,記者1,304.918621370366,753.047656454934,2,50000,100,1000,1,912,http://www.appledaily.com.tw/appledaily/article/headline/20101130/32998789,http://www.appledaily.com.tw/charity/projdetail/proj/A2332,602,373,229,0,0,0,0,2,3.5,1,1,2,3.5,4,3.5,4.5,3,3.33,2,5,2.33,2.67,4.33,4.67,4.67,4,4,3.67,4,1,0,0,0,0,0,0,0,30,Tue,0,0,0,0,1,0,912,2.95999483832842,1,Nov,0,0,0,0,0,0,0,0,0,1,0,0,1064,707,536707,310,759.132956152758,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,59,59,0,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0.333333333333333,0,0,0,0,0,0,0,1,0,0.333333333333333,0,0,0,0,0,0,0.333333333333333,0,0,0,0,結婚;領養,0,0,0,1,0,0,0,1,0,0,0,,結婚;領養,59,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,636,2
