aid,dt.published,dt.funded,donation,donor,title,journalist,donation.med,donation.mean,donation.min,donation.max,donation.p25,donation.p75,n.images,n.words,url.article,url.detail,n.donor.indiv,n.donor.indiv.male,n.donor.indiv.female,n.fb.like,n.fb.share,n.fb.comment,n.fb.total,tle.count,f.tle.有捐款幫助的想法,f.tle.不忍觀看.想要迴避,f.tle.不舒服,f.tle.沮喪.無力,f.tle.難過,f.tle.同情,f.tle.可憐,f.tle.生活艱苦.極需幫助,tleximg.count,f.tleximg.有捐款幫助的想法,f.tleximg.不忍觀看.想要迴避,f.tleximg.誠實,f.tleximg.不舒服,f.tleximg.沮喪.無力,f.tleximg.難過,f.tleximg.同情,f.tleximg.可憐,f.tleximg.可信任,f.tleximg.生活艱苦.極需幫助,f.tleximg.吸引力,f.tleximg.體型,f.meta.reporter.記者1,f.meta.reporter.記者2,f.meta.reporter.記者3,f.meta.reporter.記者4,f.meta.reporter.記者5,f.meta.reporter.記者6,f.meta.reporter.記者7,f.meta.reporter.記者8,dt.published.monthday,dt.published.weekday,f.meta.day.of.week.Fri,f.meta.day.of.week.Mon,f.meta.day.of.week.Sun,f.meta.day.of.week.Thu,f.meta.day.of.week.Tue,f.meta.day.of.week.Wed,f.meta.word.count,f.meta.word.count.scale,f.meta.image.count,dt.published.month,f.meta.month.Apr,f.meta.month.Aug,f.meta.month.Dec,f.meta.month.Feb,f.meta.month.Jan,f.meta.month.Jul,f.meta.month.Jun,f.meta.month.Mar,f.meta.month.May,f.meta.month.Nov,f.meta.month.Oct,f.meta.month.Sep,day.from.start,donor.org,donation.org,donation.med.org,donation.mean.org,f.any.adult.condition,f.any.adult.disability,f.any.adult.disease,f.any.adult.event,f.any.adult.habit,f.any.child.condition,f.any.child.disability,f.any.child.disease,f.any.child.event,f.any.child.habit,f.any.child_infant.condition,f.any.child_infant.disability,f.any.child_infant.disease,f.any.child_infant.event,f.any.child_infant.habit,f.any.condition.受家人看護,f.any.condition.固定回診,f.any.condition.在外成家或工作,f.any.condition.失聯,f.any.condition.有穩定工作,f.any.condition.植物人,f.any.condition.死亡,f.any.condition.無穩定工作,f.any.condition.現正住院,f.any.condition.看護家人,f.any.condition.臥病在家,f.any.condition.身體癱瘓,f.any.dead.adult,f.any.dead.child,f.any.dead.child_infant,f.any.dead.elder,f.any.dead.elder_adult,f.any.dead.infant,f.any.disability.味覺,f.any.disability.嗅覺,f.any.disability.智能,f.any.disability.皮膚,f.any.disability.精神,f.any.disability.聽覺,f.any.disability.肢體,f.any.disability.視覺,f.any.disability.言語,f.any.disease.呼吸道,f.any.disease.失智,f.any.disease.心血管,f.any.disease.炎,f.any.disease.癌,f.any.disease.精神,f.any.disease.糖尿病,f.any.disease.肝,f.any.disease.脊椎,f.any.disease.腎,f.any.disease.腦,f.any.disease.關節,f.any.disease.鬱,f.any.elder_adult.condition,f.any.elder_adult.disability,f.any.elder_adult.disease,f.any.elder_adult.event,f.any.elder_adult.habit,f.any.elder.condition,f.any.elder.disability,f.any.elder.disease,f.any.elder.event,f.any.elder.habit,f.any.event.人為事故,f.any.event.債務,f.any.event.入獄,f.any.event.喪偶,f.any.event.天然災害,f.any.event.失業,f.any.event.婚變,f.any.event.家暴,f.any.event.急性病症,f.any.event.意外事故,f.any.event.慢性病症,f.any.event.自殺,f.any.event.輟學,f.any.event.遺傳病症,f.any.event.離婚,f.any.habit.吃檳榔,f.any.habit.吸毒,f.any.habit.喝酒,f.any.habit.抽菸,f.any.habit.賭博,f.any.habit.過勞,f.any.infant.condition,f.any.infant.disability,f.any.infant.disease,f.any.infant.event,f.any.infant.habit,f.any.student,f.any.subsidized,f.any.零工,f.subject.condition.受家人看護,f.subject.condition.固定回診,f.subject.condition.在外成家或工作,f.subject.condition.失聯,f.subject.condition.有穩定工作,f.subject.condition.植物人,f.subject.condition.死亡,f.subject.condition.無穩定工作,f.subject.condition.現正住院,f.subject.condition.看護家人,f.subject.condition.臥病在家,f.subject.condition.身體癱瘓,f.subject.disability.味覺,f.subject.disability.嗅覺,f.subject.disability.智能,f.subject.disability.皮膚,f.subject.disability.精神,f.subject.disability.聽覺,f.subject.disability.肢體,f.subject.disability.視覺,f.subject.disability.言語,f.subject.disease.呼吸道,f.subject.disease.失智,f.subject.disease.心血管,f.subject.disease.炎,f.subject.disease.癌,f.subject.disease.精神,f.subject.disease.糖尿病,f.subject.disease.肝,f.subject.disease.脊椎,f.subject.disease.腎,f.subject.disease.腦,f.subject.disease.關節,f.subject.disease.鬱,f.subject.event.人為事故,f.subject.event.債務,f.subject.event.入獄,f.subject.event.喪偶,f.subject.event.天然災害,f.subject.event.失業,f.subject.event.婚變,f.subject.event.家暴,f.subject.event.急性病症,f.subject.event.意外事故,f.subject.event.慢性病症,f.subject.event.自殺,f.subject.event.輟學,f.subject.event.遺傳病症,f.subject.event.離婚,f.subject.gender,f.subject.habit.吃檳榔,f.subject.habit.吸毒,f.subject.habit.喝酒,f.subject.habit.抽菸,f.subject.habit.賭博,f.subject.habit.過勞,f.subject.student,f.subject.subsidized,f.subject.零工,f.age.max,f.age.min,f.all.dead.adult,f.all.dead.child,f.all.dead.child_infant,f.all.dead.elder,f.all.dead.elder_adult,f.all.dead.infant,f.finance.below.poverty.line,f.finance.income.source,f.count.adult,f.count.adult.female,f.count.adult.male,f.count.child,f.count.child.female,f.count.child_infant,f.count.child_infant.female,f.count.child_infant.male,f.count.child.male,f.count.elder,f.count.elder_adult,f.count.elder_adult.female,f.count.elder_adult.male,f.count.elder.female,f.count.elder.male,f.count.female,f.count.infant,f.count.infant.female,f.count.infant.male,f.count.male,f.count.members,f.count.minority,f.count.minority.female,f.count.minority.male,f.count.student,f.ratio.adult,f.ratio.adult.female,f.ratio.adult.male,f.ratio.child,f.ratio.child.female,f.ratio.child_infant,f.ratio.child_infant.female,f.ratio.child_infant.male,f.ratio.child.male,f.ratio.elder,f.ratio.elder_adult,f.ratio.elder_adult.female,f.ratio.elder_adult.male,f.ratio.elder.female,f.ratio.elder.male,f.ratio.female,f.ratio.infant,f.ratio.infant.female,f.ratio.infant.male,f.ratio.male,f.ratio.minority,f.ratio.minority.female,f.ratio.minority.male,f.ratio.student,relation.all,f.relation.any.divorce,f.relation.any.kids,f.relation.any.kids.dead,f.relation.any.marriage,f.relation.any.parents.alive,f.relation.any.sibilings,f.relation.both.parents.alive,f.relation.has.adoption,f.relation.has.divorce,f.relation.has.grandparenting,f.relation.is.cohabitation,relation.others,relation.subject,subject.age,f.subject.age.L1_3_40,f.subject.age.L2_41_48,f.subject.age.L3_49_92,f.subject.gender.age.F_L1_3_40,f.subject.gender.age.F_L2_41_48,f.subject.gender.age.F_L3_49_92,f.subject.gender.age.M_L1_3_40,f.subject.gender.age.M_L2_41_48,f.subject.gender.age.M_L3_49_92,f.subject.marital.status.lose.married,f.subject.marital.status.married,f.subject.marital.status.NA.,f.subject.marital.status.unmarried,f.finance.income.level.L1_300_9600,f.finance.income.level.L2_9650_18000,f.finance.income.level.L3_18200_100000,f.finance.income.level.NA,f.finance.expense.level.L1_40_7000,f.finance.expense.level.L2_7200_14500,f.finance.expense.level.L3_14700_200000,f.finance.expense.level.NA,rank,dep
A1867,2009-05-06,2009-06-08,622708.96952175,868.168629011412,13歲女獨力照料中風母,記者1,346.673511621602,729.970779491738,2,20000,100,700,2,872,http://www.appledaily.com.tw/appledaily/article/headline/20090506/31602661,http://www.appledaily.com.tw/charity/projdetail/proj/A1867,672,419,253,0,0,0,0,3,4,3,3,3,4.67,5.67,6,5.33,3,4.33,2.33,4.67,2.33,2.67,3.67,4.67,5.67,5.33,5.67,4,5,1,0,0,0,0,0,0,0,6,Wed,0,0,0,0,0,1,872,2.94051648493257,2,May,0,0,0,0,0,0,0,0,1,0,0,0,491,789,531846,300,674.076045627376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,51,51,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0.5,0,0,0.5,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,生育,0,0,0,0,1,0,0,0,0,0,0,,生育,13,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,120,2
A1923,2009-07-12,2009-08-13,689763.810417144,866.903740912485,顧血癌女 單親媽兼差苦撐,記者1,455.621892691702,813.913168969499,2,20000,100,1000,1,1050,http://www.appledaily.com.tw/appledaily/article/headline/20090712/31778145,http://www.appledaily.com.tw/charity/projdetail/proj/A1923,689,381,308,0,0,0,0,3,5.33,3,3,4,5.33,5.67,5.67,5,4,4.75,3.5,5.5,2.75,4.5,5.5,6,6,5.75,6,4.25,2.5,1,0,0,0,0,0,0,0,12,Sun,0,0,1,0,0,0,1050,3.02118929906994,1,Jul,0,0,0,0,0,1,0,0,0,0,0,0,558,798,610682,415,765.265664160401,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,0,0,0,0,0,0,0,1,2,0,1,4,0,4,0,1,1,0,2,0,1,0,0,0,0,0,0,2,4,4,0,1,3,0.333333333333333,0,0.166666666666667,0.666666666666667,0,0.666666666666667,0,0.166666666666667,0.166666666666667,0,0.333333333333333,0,0.166666666666667,0,0,0,0,0,0,0.333333333333333,0.666666666666667,0,0.166666666666667,0.5,生育;結婚,0,1,0,1,0,0,0,0,0,0,0,,生育;結婚,43,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,121,2
A1511,2008-02-20,2008-03-30,559027.613777437,865.733041722255,子罹癌收入斷 嬤愁醫費,記者3,296.50580935423,646.87898109028,2,25000,100,500,1,989,http://www.appledaily.com.tw/appledaily/article/headline/20080220/30276950,http://www.appledaily.com.tw/charity/projdetail/proj/A1511,612,342,270,0,0,0,0,6,3.83,2.67,2.83,2.83,3.5,4.33,4.17,4.33,2,4,3,4,2,3,3.5,4.5,5,3.5,5,3.5,4,0,0,1,0,0,0,0,0,20,Wed,0,0,0,0,0,1,989,2.99519629159718,1,Feb,0,0,0,1,0,0,0,0,0,0,0,0,50,719,390620,210,543.282336578581,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46,46,0,0,0,0,0,0,1,1,3,0,2,0,0,0,0,0,0,2,5,0,3,0,1,0,0,0,0,3,2,0,0,0,0,0.6,0,0.4,0,0,0,0,0,0,0.4,1,0,0.6,0,0.2,0,0,0,0,0.6,0,0,0,0,生育;結婚,0,1,0,1,0,0,0,0,0,0,0,生育,生育;結婚,71,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,122,2
A2108,2010-03-03,2010-04-12,618314.672648821,865.053236208772,癌婦顧2病殘 家計斷炊,記者1,319.486387772349,720.907200376131,8,10000,100,1000,2,935,http://www.appledaily.com.tw/appledaily/article/headline/20100303/32333222,http://www.appledaily.com.tw/charity/projdetail/proj/A2108,718,439,279,0,1,1,2,2,2,2.5,3,4,5,4.5,5,5.5,6,3.17,3.5,4.83,3.33,3.67,4.33,4.67,5,5,5.33,3.33,2.83,1,0,0,0,0,0,0,0,3,Wed,0,0,0,0,0,1,935,2.97081161087252,2,Mar,0,0,0,0,0,0,0,1,0,0,0,0,792,832,580379,300,697.570913461538,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,83,16,0,0,0,0,0,0,1,2,2,0,1,1,0,1,0,1,1,1,3,0,2,0,1,0,0,0,0,3,3,1,0,1,1,0.5,0,0.25,0.25,0,0.25,0,0.25,0.25,0.25,0.75,0,0.5,0,0.25,0,0,0,0,0.75,0.25,0,0.25,0.25,無血緣;生育;結婚,0,1,0,1,1,0,0,0,0,0,0,無血緣,生育;結婚,41,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,123,2
A2874,2012-09-18,2012-10-21,636263.150749073,864.570461104273,單親媽罹癌 憂9歲女成孤,記者1,435.486304118509,704.934466098148,1,20000,105.5,1000,2,917,http://www.appledaily.com.tw/appledaily/article/headline/20120918/34514794,http://www.appledaily.com.tw/charity/projdetail/proj/A2874,838,490,348,6,6,0,12,3,5.67,2.33,3,5.67,6,6,6,6,2,6.5,4,6,4,6,6,6,5.5,6,6,5.5,3,1,0,0,0,0,0,0,0,18,Tue,0,0,0,0,1,0,917,2.96236933567002,2,Sep,0,0,0,0,0,0,0,0,0,0,0,1,1722,974,761857,500,782.194045174538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.5,0,0,0.5,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,生育,0,1,0,0,0,0,0,0,0,0,0,,生育,46,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,124,2
A2894,2012-10-08,2012-11-09,611081.386837251,864.506315403101,外婆累倒 2孫顧罹癌外公,記者6,433.679850706598,678.194264463233,1,10000,110,1000,2,915,http://www.appledaily.com.tw/appledaily/article/headline/20121008/34558615,http://www.appledaily.com.tw/charity/projdetail/proj/A2894,852,507,345,29,5,1,35,5,4,2.2,2.4,3.4,3.6,4.6,5.6,5.8,5,3,1.8,4.8,1.8,2.8,3.6,4.4,4.8,4.8,5.2,3.8,3.4,0,0,0,0,0,1,0,0,8,Mon,0,1,0,0,0,0,915,2.96142109406645,2,Oct,0,0,0,0,0,0,0,0,0,0,1,0,1742,977,740192,500,757.617195496418,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,68,9,0,0,0,0,0,0,1,1,2,0,1,2,0,2,0,2,2,2,4,0,2,0,1,0,0,0,0,4,4,2,0,2,2,0.333333333333333,0,0.166666666666667,0.333333333333333,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0,0.333333333333333,0,0.166666666666667,0,0,0,0,0.666666666666667,0.333333333333333,0,0.333333333333333,0.333333333333333,兄弟姊妹;生育;結婚;離婚,0,1,0,1,0,0,0,0,1,0,0,兄弟姊妹;生育;離婚,生育;結婚,68,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,125,2
A2726,2012-03-28,2012-05-06,641096.996781929,864.228528704469,男突癱 一家6口愁家計,記者1,451.202448802131,718.853029621436,1,10000,100,1000,2,855,http://www.appledaily.com.tw/appledaily/article/headline/20120328/34117942,http://www.appledaily.com.tw/charity/projdetail/proj/A2726,811,493,318,0,2,1,3,3,5,4,3.67,5,4.67,5.33,4.33,4.67,4,3.25,2.75,4,2.75,3,3.5,4.5,4.75,4.5,4,2.75,3.5,1,0,0,0,0,0,0,0,28,Wed,0,0,0,0,0,1,855,2.93196611472817,2,Mar,0,0,0,0,0,0,0,1,0,0,0,0,1548,947,736095,500,777.291446673706,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,0.5,0,0,0,0,0,0,1,1,2,0,1,0,0,4,0,1,0,0,2,0,1,0,0,0,4,0,1,2,5,4,0,1,0,0.333333333333333,0,0.166666666666667,0,0,0.666666666666667,0,0.166666666666667,0,0,0.333333333333333,0,0.166666666666667,0,0,0,0.666666666666667,0,0.166666666666667,0.333333333333333,0.666666666666667,0,0.166666666666667,0,生育;結婚,0,1,0,1,0,0,0,0,0,0,0,生育,生育;結婚,30,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,126,2
A1503,2008-02-04,2008-03-08,614876.024906895,864.184358283193,童罹睪丸癌 父急籌醫費,記者3,387.950972083758,725.823829573638,2,10000,100,600,1,975,http://www.appledaily.com.tw/appledaily/article/headline/20080204/30234732,http://www.appledaily.com.tw/charity/projdetail/proj/A1503,612,367,245,0,0,0,0,4,4,4.25,3.75,3.5,3.5,4.75,5.25,5.25,2,6,4.5,5,4.5,6.5,6,6,6.5,6,6.5,6.5,3,0,0,1,0,0,0,0,0,4,Mon,0,1,0,0,0,0,975,2.98900461569854,1,Feb,0,0,0,1,0,0,0,0,0,0,0,0,34,715,443655,300,620.496503496503,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,2,0,1,1,0,2,0,2,1,2,4,0,2,0,1,0,1,0,1,4,5,2,0,2,0,0.333333333333333,0,0.166666666666667,0.166666666666667,0,0.333333333333333,0,0.333333333333333,0.166666666666667,0.333333333333333,0.666666666666667,0,0.333333333333333,0,0.166666666666667,0,0.166666666666667,0,0.166666666666667,0.666666666666667,0.333333333333333,0,0.333333333333333,0,生育;結婚,0,1,0,1,1,0,1,0,0,0,0,生育;結婚,生育;結婚,41,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,127,2
A1559,2008-04-16,2008-05-24,574438.674824334,864.153433758973,病嬤無悔 獨育2重殘女,記者3,381.44773980088,670.373969776474,2,10000,100,500,2,1126,http://www.appledaily.com.tw/appledaily/article/headline/20080416/30454460,http://www.appledaily.com.tw/charity/projdetail/proj/A1559,624,347,277,0,0,0,0,3,5.33,2.67,2.33,2.67,3.67,5.67,5.67,5.67,3,3.67,3,5,3.67,3.67,3.67,5.33,6,5,6,4.33,4.67,0,0,1,0,0,0,0,0,16,Wed,0,0,0,0,0,1,1126,3.05153839051533,2,Apr,1,0,0,0,0,0,0,0,0,0,0,0,106,726,415878,300,572.834710743802,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,90,13,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,2,4,0,1,0,1,0,0,0,0,1,4,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,1,0,0.25,0,0.25,0,0,0,0,0.25,0.25,0,0,0,結婚;領養,0,0,0,1,0,0,0,1,0,0,0,,結婚;領養,70,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,128,2
A2119,2010-03-18,2010-04-26,606248.099714954,862.755126932893,癌婦養3子 一鍋粥吃兩餐,記者4,318.131547713416,707.951753716227,2,20000,100,1000,1,889,http://www.appledaily.com.tw/appledaily/article/headline/20100318/32368571,http://www.appledaily.com.tw/charity/projdetail/proj/A2119,726,442,284,0,1,1,2,2,3.5,4,3,4,4,4.5,4,4.5,5,3.2,2.6,4.4,3,3,3.4,4.8,5.2,4.2,5,3.4,4,0,0,0,1,0,0,0,0,18,Thu,0,0,0,1,0,0,889,2.94890176097021,1,Mar,0,0,0,0,0,0,0,1,0,0,0,0,807,832,570950,300,686.237980769231,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,15,0,0,0,0,0,0,1,0,2,0,1,3,0,3,0,3,3,0,2,0,1,0,0,0,0,0,0,4,4,3,0,3,3,0.4,0,0.2,0.6,0,0.6,0,0.6,0.6,0,0.4,0,0.2,0,0,0,0,0,0,0.8,0.6,0,0.6,0.6,生育;結婚,0,1,0,1,0,0,0,0,0,0,0,,生育;結婚,45,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,129,2
A1542,2008-03-31,2008-05-03,557723.085953792,862.604750319911,夫癱兒幼 妻打零工苦撐,記者3,332.892902530409,648.229774393122,4,10000,100,518.75,2,794,http://www.appledaily.com.tw/appledaily/article/headline/20080331/30404136,http://www.appledaily.com.tw/charity/projdetail/proj/A1542,596,352,244,0,0,0,0,5,5.2,2.4,2.2,3.4,4,5,5.2,5.4,5,4.4,4,4.2,3.6,3.4,4.2,4.6,4.4,3.8,4.2,4.4,3.2,0,0,1,0,0,0,0,0,31,Mon,0,1,0,0,0,0,794,2.8998205024271,2,Mar,0,0,0,0,0,0,0,1,0,0,0,0,90,722,396349,250,548.959833795014,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,66,11,0,0,0,0,0,0,0,1,4,0,1,4,0,4,0,1,1,0,4,0,1,0,0,0,0,0,0,2,5,4,0,1,0,0.5,0,0.125,0.5,0,0.5,0,0.125,0.125,0,0.5,0,0.125,0,0,0,0,0,0,0.25,0.5,0,0.125,0,姊弟;生育;結婚;離婚,0,1,0,1,1,1,0,0,1,0,0,生育;離婚,姊弟;生育;結婚,44.2579769178547,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,130,2
